zcta,total_population,median_household_income
15943,3747,51875.0
15944,3198,70086.0
15945,162,
15946,6630,56602.0
15948,343,52845.0
15949,727,69375.0
15951,550,38821.0
15952,1157,55859.0
15953,131,37277.0
15954,2186,43190.0
15955,2241,69125.0
15956,2464,52679.0
15957,317,77750.0
15958,2190,69265.0
15960,169,63359.0
15961,823,53472.0
15962,388,56750.0
15963,10383,59256.0
16001,39733,61325.0
16002,15722,82676.0
16020,1179,85625.0
16022,296,75625.0
16023,4130,83704.0
16024,278,80000.0
16025,4880,75000.0
16027,441,70000.0
16028,2053,61250.0
16029,902,58306.0
16030,253,48750.0
16033,7934,100606.0
16034,1781,85750.0
16035,144,60385.0
16036,297,59911.0
16037,4840,90078.0
16038,3213,74868.0
16040,1013,87891.0
16041,1865,68750.0
16045,1109,69750.0
16046,19577,143987.0
16048,225,57500.0
16049,2897,63295.0
16050,978,58558.0
16051,3118,80642.0
16052,2246,79438.0
16053,3284,74342.0
16054,358,70250.0
16055,8856,89112.0
16056,4429,73527.0
16057,15264,56285.0
16059,9770,100169.0
16061,2578,72500.0
16063,8188,86533.0
16066,33543,125390.0
16101,30960,50481.0
16102,4933,52480.0
16105,15195,67256.0
16110,380,82938.0
16111,1168,55833.0
16112,1431,79821.0
16113,351,59625.0
16114,575,63750.0
16115,3451,70033.0
16116,2783,69046.0
16117,16013,69982.0
16120,2185,65288.0
16121,4290,39412.0
16123,2601,104750.0
16124,1656,56597.0
16125,17088,56851.0
16127,15295,69842.0
16130,1876,57171.0
16131,784,62989.0
16132,370,51346.0
16133,1528,79813.0
16134,4080,57798.0
16136,797,62411.0
16137,12327,69975.0
16140,386,76193.0
16141,1901,68375.0
16142,5433,78750.0
16143,1995,88452.0
16145,2674,64500.0
16146,13033,44736.0
16148,16563,72680.0
16150,7053,61638.0
16151,57,73958.0
16153,2303,64625.0
16154,2351,70441.0
16155,94,55179.0
16156,3385,68510.0
16157,2759,56582.0
16159,4664,70482.0
16160,949,41841.0
16161,703,43625.0
16172,899,
16201,16734,70949.0
16210,569,46875.0
16211,203,43182.0
16212,248,51833.0
16213,119,65000.0
16214,8655,53430.0
16217,87,54219.0
16218,1138,72232.0
16220,72,
16222,3139,61313.0
16223,57,58542.0
16224,827,77853.0
16226,7994,61563.0
16228,386,64750.0
16229,4900,74792.0
16230,485,46696.0
16232,4091,58583.0
16233,1148,89787.0
16235,1407,80972.0
16236,215,
16238,446,75714.0
16239,3988,50218.0
16240,1436,59722.0
16242,4328,54727.0
16244,329,49091.0
16245,262,48750.0
16246,189,66250.0
16248,3177,62425.0
16249,1757,76042.0
16250,238,58971.0
16253,121,98542.0
16254,3468,57250.0
16255,1956,65357.0
16256,1925,57847.0
16258,1870,51125.0
16259,2111,60326.0
16260,284,50104.0
16262,2811,72019.0
16263,362,53000.0
16301,15067,57368.0
16311,397,73750.0
16312,0,
16313,1705,54052.0
16314,5439,70021.0
16316,4688,64906.0
16317,1335,55956.0
16319,1050,62679.0
16321,10,
16322,117,23500.0
16323,14694,62233.0
16326,316,83365.0
16327,2544,70893.0
16328,233,45208.0
16329,456,68333.0
16331,147,
16332,88,40375.0
16333,191,44500.0
16334,448,71364.0
16335,27112,58531.0
16340,1849,57813.0
16341,1790,60260.0
16342,2185,62227.0
16343,616,85139.0
16344,470,56250.0
16345,3602,94722.0
16346,3246,68804.0
16347,1538,51806.0
16350,2486,67813.0
16351,1552,50625.0
16352,220,45417.0
16353,2459,54674.0
16354,10120,45642.0
16360,1328,70833.0
16361,38,88750.0
16362,1018,63750.0
16364,1278,76953.0
16365,17303,57694.0
16370,327,35179.0
16371,3165,55075.0
16372,510,43750.0
16373,3217,65529.0
16374,1643,54688.0
16401,3842,67976.0
16402,570,54783.0
16403,6979,69539.0
16404,3396,62130.0
16405,557,55938.0
16406,3412,65559.0
16407,10555,48962.0
16410,1987,91250.0
16411,1287,67000.0
16412,9726,67659.0
16415,10251,105604.0
16416,142,72731.0
16417,8400,80410.0
16420,434,47321.0
16421,2251,68088.0
16422,79,
16423,3880,73523.0
16424,4328,56285.0
16426,3324,79554.0
16427,228,58636.0
16428,12508,77103.0
16430,118,125833.0
16433,4935,73289.0
16434,3008,57868.0
16435,1678,56400.0
16436,824,44205.0
16438,7489,60559.0
16440,741,71250.0
16441,9485,78367.0
16442,3091,69185.0
16443,1170,75806.0
16444,1104,
16475,2180,
16501,1919,14579.0
16502,15815,34649.0
16503,15204,29108.0
16504,15632,51988.0
16505,15631,71370.0
16506,24190,84021.0
16507,8653,34474.0
16508,15156,52361.0
16509,28133,68880.0
16510,25152,64938.0
16511,11709,71644.0
16546,1138,
16550,0,
16563,1561,
16601,33426,55504.0
16602,27014,53097.0
16611,2694,69167.0
16613,1574,73056.0
16616,90,
16617,2505,56000.0
16619,315,73036.0
16620,350,57083.0
16621,607,68152.0
16622,95,48750.0
16623,458,58625.0
16624,184,60000.0
16625,3551,53836.0
16627,2026,51047.0
16630,4771,65034.0
16631,64,
16633,332,87917.0
16634,296,58571.0
16635,12115,69924.0
16636,1006,88561.0
16637,2236,55326.0
16638,65,
16639,1391,72911.0
16640,942,52500.0
16641,2444,63558.0
16645,212,67813.0
16646,2124,61929.0
16647,836,83611.0
16648,14722,76149.0
16650,1797,58981.0
16651,5777,64965.0
16652,15858,67386.0
16654,1935,
16655,1328,67411.0
16656,1206,46081.0
16657,1262,62264.0
16659,193,49485.0
16661,922,57059.0
16662,5866,70861.0
16664,2205,75905.0
16665,274,47917.0
16666,2774,55938.0
16667,1276,64773.0
16668,3620,60947.0
16669,2104,72813.0
16670,52,
16671,417,58750.0
16672,203,68750.0
16673,5066,69119.0
16674,572,61250.0
16675,91,40000.0
16677,294,
16678,2461,59769.0
16679,646,50735.0
16680,348,78295.0
16682,240,
16683,346,85000.0
16684,93,33990.0
16685,330,137574.0
16686,13000,65641.0
16689,331,58750.0
16691,297,75417.0
16692,912,70893.0
16693,4015,64152.0
16694,325,63523.0
16695,959,75139.0
16699,0,
16701,16584,61996.0
16720,1196,50938.0
16724,73,
16725,140,88393.0
16726,697,73382.0
16727,227,89243.0
16729,708,67941.0
16730,38,
16731,2397,59986.0
16732,253,67461.0
16733,204,43438.0
16734,176,64028.0
16735,6465,58496.0
16738,2018,64450.0
16740,823,47222.0
16743,3960,53846.0
16744,183,89500.0
16745,685,60313.0
16746,1018,60606.0
16748,2687,56838.0
16749,3691,70114.0
16750,463,103906.0
16801,42153,62821.0
16802,13499,
16803,23660,71993.0
16820,1657,81369.0
16821,187,101700.0
16822,1898,70139.0
16823,29168,75717.0
16825,265,59669.0
16826,457,59871.0
16827,5197,115391.0
16828,4774,73810.0
16829,719,65521.0
16830,13698,56822.0
16832,279,36750.0
16833,5280,57264.0
16834,711,115241.0
16835,229,57778.0
16836,1106,59205.0
16837,104,
16838,1820,57446.0
16839,437,80069.0
16840,247,54805.0
16841,6346,66965.0
16843,179,48221.0
16844,2521,78824.0
16845,955,66875.0
16847,316,
16848,231,53500.0
16849,101,
16851,993,
16852,180,55417.0
16853,316,41346.0
16854,781,66667.0
16855,75,
16856,197,
16858,3953,57292.0
16859,498,56667.0
16860,393,73225.0
16861,274,21985.0
16863,566,65500.0
16864,74,
16865,1657,76389.0
16866,8924,48580.0
16868,1174,160747.0
16870,7386,118243.0
16871,23,55536.0
16872,1446,68583.0
16874,1209,77250.0
16875,3692,67645.0
16876,235,68333.0
16877,1505,79353.0
16878,1784,65000.0
16879,300,78036.0
16881,2349,60313.0
16882,460,54375.0
16901,10416,66003.0
16910,66,63750.0
16911,293,103438.0
16912,2524,67768.0
16914,2415,69792.0
16915,5911,65677.0
16917,1195,68750.0
16920,1749,63977.0
16921,602,47000.0
16922,1610,62321.0
16923,1436,71000.0
16925,3378,70042.0
16926,879,72328.0
16927,557,62604.0
16928,1571,67946.0
16929,2569,61050.0
16930,1202,69625.0
16932,674,79115.0
16933,6550,60707.0
16935,1175,61538.0
16936,2072,56958.0
16937,150,
16938,786,73929.0
16939,173,
16940,18,
16941,89,
16942,847,50982.0
16943,363,57813.0
16946,2525,52083.0
16947,4653,60997.0
16948,1683,46630.0
16950,3256,52440.0
17002,505,71157.0
17003,11932,87350.0
17004,5436,63598.0
17005,289,62813.0
17006,1096,66875.0
17007,6291,114803.0
17009,1682,68836.0
17010,170,
17011,38642,88889.0
17013,37738,68150.0
17014,150,
17015,24240,87634.0
17016,1044,70833.0
17017,1572,70625.0
17018,3745,77750.0
17019,19294,89740.0
17020,8625,75307.0
17021,1008,60938.0
17022,32066,79075.0
17023,3681,77305.0
17024,1783,82500.0
17025,17463,89750.0
17026,3636,102639.0
17027,2748,74695.0
17028,3331,66754.0
17029,254,64464.0
17030,514,
17032,7630,78625.0
17033,17009,75093.0
17034,2988,51717.0
17035,828,48571.0
17036,22487,105043.0
17037,1140,71141.0
17038,8245,66698.0
17039,10,
17040,2494,76250.0
17041,254,
17042,39626,76399.0
17043,5832,66752.0
17044,20526,58253.0
17045,3964,71477.0
17046,31701,59633.0
17047,3037,75117.0
17048,3801,72873.0
17049,3152,66792.0
17050,42547,111834.0
17051,4402,63482.0
17052,1540,71129.0
17053,5109,82250.0
17054,286,79250.0
17055,41416,95542.0
17056,29,
17057,23143,70536.0
17058,1609,48625.0
17059,7524,62237.0
17060,1182,69167.0
17061,6825,57031.0
17062,4093,89432.0
17063,3191,70928.0
17064,738,123333.0
17065,4043,79769.0
17066,5131,47656.0
17067,15985,78125.0
17068,4384,82917.0
17069,237,75000.0
17070,16891,91100.0
17071,129,60972.0
17073,6064,93346.0
17074,7075,78837.0
17075,129,74688.0
17076,128,
17077,74,
17078,23798,84533.0
17080,248,60000.0
17081,283,74205.0
17082,2985,71743.0
17084,4665,73837.0
17086,1996,65795.0
17087,2444,91510.0
17088,503,110260.0
17090,5342,84083.0
17093,752,73823.0
17094,2598,63900.0
17097,738,65227.0
17098,2521,63071.0
17099,1122,63063.0
17101,2678,70100.0
17102,8177,55369.0
17103,12774,41383.0
17104,19401,42113.0
17109,27422,70618.0
17110,26401,79499.0
17111,35818,84314.0
17112,38970,101784.0
17113,11786,60554.0
17120,0,
17201,27575,59645.0
17202,32772,94366.0
17210,167,
17211,393,52500.0
17212,750,82434.0
17213,576,74594.0
17214,1162,58750.0
17215,121,66364.0
17217,141,74500.0
17219,444,
17220,398,65298.0
17221,496,62250.0
17222,10261,77650.0
17223,329,38864.0
17224,1731,117742.0
17225,20335,87245.0
17228,1113,69688.0
17229,1229,64643.0
17232,26,
17233,5103,62849.0
17235,682,55458.0
17236,8875,81074.0
17237,1672,75263.0
17238,1745,63194.0
17239,230,63333.0
17240,3154,85469.0
17241,11094,75371.0
17243,1156,49375.0
17244,2305,74792.0
17246,598,72331.0
17247,419,51000.0
17249,380,74375.0
17250,56,
17251,27,67083.0
17252,4290,71408.0
17253,453,72574.0
17254,497,135321.0
17255,1034,61667.0
17257,29116,71504.0
17260,1097,46080.0
17261,26,
17262,921,90119.0
17263,949,
17264,2299,53026.0
17265,307,41429.0
17266,455,59821.0
17267,2917,77917.0
17268,29096,69715.0
17271,486,90798.0
17301,4122,81726.0
17302,2641,76250.0
17303,439,79226.0
17304,3039,85625.0
17306,538,79375.0
17307,5677,80274.0
17309,1953,76793.0
17311,152,77361.0
17313,11263,67520.0
17314,6431,91176.0
17315,26434,81058.0
17316,8460,91484.0
17317,443,83824.0
17318,120,78603.0
17319,10990,101610.0
17320,8103,87321.0
17321,2346,113403.0
17322,6292,107816.0
17323,85,55139.0
17324,4469,73223.0
17325,29857,79351.0
17327,8228,100298.0
17329,3229,117070.0
17331,55374,76661.0
17339,6389,97375.0
17340,11403,84858.0
17342,432,89200.0
17343,27,
17344,3770,71688.0
17345,8106,83556.0
17347,6186,95397.0
17349,7938,111401.0
17350,13219,78976.0
17352,1397,127738.0
17353,2745,99219.0
17355,286,
17356,22457,85726.0
17360,6152,88800.0
17361,6262,100368.0
17362,14020,96438.0
17363,8460,97917.0
17364,3963,71799.0
17365,2755,88843.0
17366,6350,78026.0
17368,6768,87770.0
17370,6970,86722.0
17371,319,102978.0
17372,3845,74314.0
17401,18102,41569.0
17402,37074,77134.0
17403,40272,72233.0
17404,38973,75882.0
17406,24181,85183.0
17407,2684,117864.0
17408,24670,87044.0
17501,4823,74942.0
17502,2453,73513.0
17504,99,87206.0
17505,2036,109514.0
17506,446,
17507,183,75673.0
17508,1027,110500.0
17509,5028,77188.0
17512,18235,61130.0
17516,5241,108942.0
17517,15045,99688.0
17518,1371,59352.0
17519,6868,95205.0
17520,5001,86489.0
17522,33601,71865.0
17527,6479,92292.0
17529,4924,72679.0
17532,3345,87857.0
17534,0,
17535,2651,105506.0
17536,3680,69500.0
17538,7121,96463.0
17540,11172,83229.0
17543,45606,94609.0
17545,23257,87589.0
17547,9100,90801.0
17550,296,
17551,11884,69729.0
17552,19747,89776.0
17554,7561,95516.0
17555,6694,108010.0
17557,15229,78717.0
17560,5452,63963.0
17562,4187,105117.0
17563,3806,86369.0
17565,2335,104531.0
17566,12276,73545.0
17568,0,
17569,7136,92480.0
17570,225,89417.0
17572,3774,79613.0
17576,109,
17578,7716,78750.0
17579,6373,82298.0
17581,203,
17582,1711,104659.0
17584,11776,106363.0
17601,56348,96433.0
17602,51461,71752.0
17603,66788,77156.0
17606,341,
17701,43169,52770.0
17702,10506,70514.0
17720,271,67614.0
17721,1695,72826.0
17723,53,58750.0
17724,4721,55839.0
17727,31,46538.0
17728,4749,77594.0
17729,155,44375.0
17730,38,
17731,191,95625.0
17737,6476,68479.0
17739,24,48750.0
17740,11600,71000.0
17742,48,37500.0
17744,2789,65833.0
17745,17722,53602.0
17747,3385,71297.0
17748,141,59125.0
17749,218,69375.0
17750,164,142778.0
17751,7145,71386.0
17752,4867,66336.0
17754,11971,72298.0
17756,12525,78906.0
17758,922,50677.0
17760,461,63125.0
17762,560,94063.0
17763,264,51250.0
17764,2460,40847.0
17765,1281,79167.0
17768,385,63036.0
17769,43,125625.0
17771,2955,69405.0
17772,2479,77500.0
17774,1093,70313.0
17776,158,71250.0
17777,6801,59125.0
17778,73,48750.0
17779,146,51750.0
17801,16229,57341.0
17810,5769,76346.0
17812,1497,61250.0
17813,2138,68854.0
17814,4806,62679.0
17815,29324,66145.0
17820,5528,68304.0
17821,18787,73137.0
17822,0,
17823,1316,73984.0
17824,3840,114653.0
17827,863,60536.0
17829,210,80417.0
17830,1932,76339.0
17832,694,41250.0
17834,3525,58750.0
17835,148,
17836,249,86250.0
17837,18312,80488.0
17840,197,69087.0
17841,4918,57028.0
17842,8110,61797.0
17844,10374,65165.0
17845,1931,63906.0
17846,3796,66250.0
17847,11461,56582.0
17850,618,49500.0
17851,7174,53808.0
17853,3047,63824.0
17855,961,85000.0
17856,3085,92400.0
17857,7682,64306.0
17858,68,
17859,2637,70577.0
17860,2605,82813.0
17861,120,65536.0
17862,437,50195.0
17864,2532,76607.0
17865,15,
17866,9808,49105.0
17867,190,58750.0
17868,744,72297.0
17870,14538,71921.0
17872,8950,44395.0
17876,1840,78971.0
17878,1573,76875.0
17880,7,
17881,1510,57556.0
17884,233,41875.0
17885,186,75313.0
17886,777,37288.0
17887,653,16733.0
17888,497,
17889,2906,76378.0
17901,22557,61632.0
17920,208,77917.0
17921,7029,71600.0
17922,5249,91661.0
17923,314,32344.0
17925,324,68750.0
17929,1369,71106.0
17930,244,48125.0
17931,8726,55636.0
17933,164,49018.0
17934,442,61458.0
17935,1359,45595.0
17936,1004,82344.0
17938,2454,90421.0
17941,654,64750.0
17943,67,
17944,197,62411.0
17945,191,25625.0
17946,187,122917.0
17948,4124,45720.0
17949,143,62557.0
17951,307,148390.0
17952,214,62500.0
17953,335,72500.0
17954,4564,56736.0
17957,407,94922.0
17959,1486,58239.0
17960,4084,70326.0
17961,6711,96354.0
17963,9444,74261.0
17964,976,66563.0
17965,1869,58958.0
17967,2384,78750.0
17968,305,101964.0
17970,3130,61726.0
17972,11294,67998.0
17974,334,109107.0
17976,5988,46684.0
17978,670,59444.0
17979,73,
17980,3222,69816.0
17981,2619,70789.0
17982,392,72656.0
17983,1529,69722.0
17985,1265,69375.0
18011,5624,104144.0
18012,27,
18013,17805,76116.0
18014,12474,75762.0
18015,34259,58470.0
18017,40463,88946.0
18018,32253,71968.0
18020,21144,122610.0
18030,483,65250.0
18031,12031,107807.0
18032,9459,79700.0
18034,9501,134137.0
18035,21,
18036,14625,124211.0
18037,7459,82710.0
18038,3459,111515.0
18040,17183,108994.0
18041,5665,95052.0
18042,44797,75806.0
18045,29896,109068.0
18046,144,
18049,18693,93924.0
18051,3252,133071.0
18052,29271,69499.0
18053,2400,83750.0
18054,4714,109613.0
18055,11947,90087.0
18056,1623,70000.0
18058,9884,62572.0
18059,547,133173.0
18062,26633,107245.0
18063,277,61964.0
18064,27073,102857.0
18065,444,
18066,5837,110221.0
18067,19490,89965.0
18069,8804,125357.0
18070,286,72083.0
18071,11047,70996.0
18072,7053,79067.0
18073,11534,107643.0
18074,5394,126250.0
18076,3013,87386.0
18077,2195,97188.0
18078,7571,131875.0
18079,353,120133.0
18080,11489,73947.0
18081,282,113681.0
18083,463,108333.0
18085,1162,104063.0
18086,316,66721.0
18087,609,63750.0
18088,8162,76025.0
18091,6091,78042.0
18092,3246,110417.0
18101,5789,41542.0
18102,51315,40681.0
18103,47336,72545.0
18104,47999,94279.0
18106,6437,86361.0
18109,18117,55437.0
18195,0,
18201,31428,43983.0
18202,13477,55517.0
18210,7879,75064.0
18211,1260,69583.0
18212,62,
18214,2414,78214.0
18216,1317,58352.0
18218,2353,60982.0
18219,1072,67941.0
18220,184,44500.0
18221,435,68393.0
18222,9946,102656.0
18223,51,
18224,5954,57361.0
18225,0,
18229,9136,67642.0
18230,155,75455.0
18231,431,73571.0
18232,4144,44078.0
18234,737,30895.0
18235,19121,72626.0
18237,3808,47181.0
18239,0,
18240,3909,56510.0
18241,293,71625.0
18242,382,160586.0
18244,314,66667.0
18245,240,44607.0
18246,152,158306.0
18248,516,57778.0
18249,4161,95820.0
18250,3128,66685.0
18252,11065,61020.0
18254,783,85804.0
18255,4310,64375.0
18256,164,
18301,28413,90488.0
18302,17593,87044.0
18321,1746,98594.0
18322,2821,108642.0
18323,136,87629.0
18324,9591,69000.0
18325,2688,114885.0
18326,3574,76827.0
18327,590,64375.0
18328,8061,81833.0
18330,8586,92907.0
18331,552,
18332,2692,100816.0
18333,109,
18334,4907,100190.0
18335,1418,113615.0
18336,4133,71420.0
18337,15517,89935.0
18340,160,
18342,840,67027.0
18343,3877,79861.0
18344,3472,85215.0
18346,2316,53981.0
18347,3535,81275.0
18349,215,
18350,595,109058.0
18351,695,71667.0
18353,11512,88311.0
18354,1157,82833.0
18355,1628,85784.0
18356,0,
18357,80,
18360,29790,69413.0
18370,867,95469.0
18371,977,115833.0
18372,3397,114334.0
18403,6580,76401.0
18405,2611,78403.0
18407,14664,57261.0
18411,23076,96471.0
18413,78,
18414,5390,91014.0
18415,1242,87985.0
18417,914,58365.0
18419,4868,59904.0
18420,67,70000.0
18421,4475,69593.0
18424,5076,62192.0
18425,1053,69107.0
18426,3426,78438.0
18428,12446,75463.0
18430,75,64821.0
18431,12576,55323.0
18433,7174,76847.0
18434,4019,60396.0
18435,906,97924.0
18436,13225,73209.0
18437,156,41250.0
18438,1474,59808.0
18439,418,68906.0
18440,37,250001.0
18441,425,83438.0
18443,338,97130.0
18444,13681,84919.0
18445,2488,50625.0
18446,3208,64868.0
18447,10042,64276.0
18451,530,
18452,5085,58526.0
18453,1218,79653.0
18454,80,83125.0
18455,156,77750.0
18456,305,66667.0
18457,9,
18458,3576,87857.0
18460,141,53333.0
18461,245,45750.0
18462,545,66705.0
18463,270,110192.0
18464,1455,75855.0
18465,1319,67639.0
18466,17997,77508.0
18469,506,64281.0
18470,2296,71280.0
18471,527,121136.0
18472,6842,60043.0
18473,407,31806.0
18503,1537,40214.0
18504,20563,52542.0
18505,21417,52599.0
18507,5403,73958.0
18508,11347,44706.0
18509,13268,52206.0
18510,14629,52500.0
18512,12714,63097.0
18517,5192,70996.0
18518,8533,73258.0
18519,5259,58061.0
18602,356,172500.0
18603,18985,55969.0
18610,4373,64875.0
18612,17754,97022.0
18614,1987,57900.0
18615,1713,73611.0
18616,792,66029.0
18617,1616,35357.0
18618,3583,73561.0
18619,137,67500.0
18621,4903,66492.0
18622,265,67679.0
18623,2194,74643.0
18624,460,116146.0
18625,105,57206.0
18626,502,76563.0
18627,0,
18628,152,65313.0
18629,1772,58409.0
18630,3027,84583.0
18631,1109,49643.0
18632,419,84375.0
18634,13638,60482.0
18635,3640,70774.0
18636,1588,60370.0
18640,16418,57358.0
18641,6385,74469.0
18642,4469,61587.0
18643,12683,61685.0
18644,7318,72803.0
18651,8672,43639.0
18655,5789,68362.0
18656,2128,74764.0
18657,11043,75293.0
18660,3278,85372.0
18661,5541,68795.0
18701,3926,32417.0
18702,42120,54892.0
18704,30997,62907.0
18705,15595,61293.0
18706,16318,57546.0
18707,16418,105281.0
18708,9063,95480.0
18709,2959,38547.0
18801,7838,69337.0
18810,5477,57240.0
18812,1584,85417.0
18814,163,42188.0
18816,107,98214.0
18817,169,66875.0
18818,1259,61397.0
18820,36,
18821,1046,59545.0
18822,3079,58200.0
18823,108,
18824,1342,76250.0
18825,128,62292.0
18826,1412,87188.0
18828,207,54423.0
18829,708,81792.0
18830,572,70500.0
18831,1065,77411.0
18832,1867,53621.0
18833,2061,69063.0
18834,3272,69000.0
18837,2710,67500.0
18840,11249,59836.0
18842,170,79000.0
18843,349,
18844,1467,91667.0
18845,528,55250.0
18846,760,84792.0
18847,5082,56217.0
18848,8625,57391.0
18850,1964,70313.0
18851,580,74167.0
18853,4137,67784.0
18854,1595,81827.0
18901,28477,115425.0
18902,22648,164482.0
18912,250,223182.0
18913,317,180250.0
18914,21371,148286.0
18915,1791,141645.0
18917,2176,75000.0
18920,483,145455.0
18921,177,239028.0
18923,1317,76469.0
18925,6650,207926.0
18927,311,250001.0
18929,9736,174606.0
18930,2218,123984.0
18932,584,110028.0
18933,135,218043.0
18935,413,
18936,288,250001.0
18938,13192,161146.0
18940,29797,157591.0
18942,2498,99091.0
18944,27405,133131.0
18946,629,183750.0
18947,6676,136615.0
18950,128,
18951,36556,95084.0
18954,10864,154989.0
18955,1453,82778.0
18960,12198,103594.0
18962,450,91464.0
18964,14422,94291.0
18966,35994,119741.0
18969,15229,103818.0
18970,733,95000.0
18972,2944,88525.0
18974,42984,99724.0
18976,21942,119237.0
18977,4378,215313.0
18980,84,78917.0
19001,17601,105271.0
19002,31681,140070.0
19003,14411,116142.0
19004,10439,143781.0
19006,23211,124302.0
19007,22585,66811.0
19008,20193,127646.0
19009,1153,142188.0
19010,22004,143986.0
19012,6787,117614.0
19013,34697,39416.0
19014,21242,96440.0
19015,16590,84783.0
19017,297,
19018,23150,73451.0
19020,57079,80158.0
19021,9713,59935.0
19022,3882,45372.0
19023,22636,48962.0
19025,7417,183586.0
19026,32749,89079.0
19027,20412,105190.0
19029,3970,49966.0
19030,12310,92411.0
19031,5166,143323.0
19032,6748,58899.0
19033,7614,102313.0
19034,7084,164531.0
19035,3779,250001.0
19036,13349,76184.0
19038,32157,113464.0
19040,21866,109207.0
19041,6088,147531.0
19043,3550,113494.0
19044,17134,96189.0
19046,19143,112959.0
19047,34182,110395.0
19050,28819,62517.0
19052,617,137083.0
19053,28000,102241.0
19054,17597,108537.0
19055,13734,82336.0
19056,15634,104382.0
19057,17924,95089.0
19060,11476,174756.0
19061,20135,77249.0
19063,38206,121899.0
19064,25137,132230.0
19066,5893,243500.0
19067,53596,131604.0
19070,6057,81375.0
19072,10352,175833.0
19073,21587,131061.0
19074,5915,89135.0
19075,7779,117356.0
19076,6411,65238.0
19078,11742,93456.0
19079,9014,57002.0
19081,10363,129973.0
19082,41875,55551.0
19083,37220,120233.0
19085,10679,250001.0
19086,12835,143762.0
19087,33770,165451.0
19090,19926,97341.0
19094,4517,63307.0
19095,7759,108250.0
19096,15136,186648.0
19102,5946,114844.0
19103,25602,97940.0
19104,54454,39526.0
19106,14421,129779.0
19107,15478,70382.0
19108,162,189539.0
19109,0,
19111,65821,60441.0
19112,0,
19113,0,
19114,31071,76076.0
19115,34737,70388.0
19116,33421,67558.0
19118,10231,105667.0
19119,28566,81609.0
19120,68078,51993.0
19121,40324,36208.0
19122,24740,57785.0
19123,19327,95872.0
19124,70763,46100.0
19125,25331,110842.0
19126,17520,52847.0
19127,5797,99792.0
19128,37018,89639.0
19129,11812,77225.0
19130,30424,110436.0
19131,44799,46057.0
19132,31627,30974.0
19133,25694,31756.0
19134,56750,41849.0
19135,34234,51817.0
19136,35898,65499.0
19137,7933,64401.0
19138,31737,51586.0
19139,44619,38701.0
19140,54196,33149.0
19141,33832,42461.0
19142,30312,42812.0
19143,62503,47964.0
19144,48542,45727.0
19145,42955,70374.0
19146,40845,99702.0
19147,38747,104190.0
19148,50777,80469.0
19149,57226,54679.0
19150,23582,61257.0
19151,32938,58046.0
19152,35566,57966.0
19153,12396,53434.0
19154,34084,93479.0
19301,8319,157500.0
19310,3035,87679.0
19311,12262,146723.0
19312,11901,199107.0
19316,68,
19317,10844,154933.0
19319,713,
19320,55671,88852.0
19330,5678,112885.0
19333,7616,157083.0
19335,52524,136839.0
19341,20660,122992.0
19342,20654,136647.0
19343,8595,161964.0
19344,12910,84164.0
19345,751,
19348,23435,118367.0
19350,10401,152264.0
19352,11689,169167.0
19355,28650,162917.0
19358,182,75577.0
19362,6181,87292.0
19363,17929,104318.0
19365,7477,92137.0
19367,170,
19369,186,
19372,2294,120172.0
19373,2288,208920.0
19374,732,
19375,272,250001.0
19380,50093,122876.0
19382,53035,126159.0
19383,5892,21445.0
19390,12049,114403.0
19401,43099,68646.0
19403,43967,101996.0
19405,5167,78777.0
19406,29388,109944.0
19422,20068,153344.0
19425,17071,210227.0
19426,43284,151030.0
19428,20225,116566.0
19435,82,109375.0
19436,544,57125.0
19437,625,210134.0
19438,25184,138955.0
19440,19650,101654.0
19442,0,
19444,11070,153647.0
19446,61608,103875.0
19453,1421,73826.0
19454,28141,114323.0
19456,192,
19457,62,
19460,43927,120472.0
19462,16215,133942.0
19464,48084,76338.0
19465,18309,106167.0
19468,28050,106261.0
19472,55,111000.0
19473,17731,135386.0
19474,286,
19475,12382,92140.0
19477,85,
19490,433,250001.0
19492,766,55517.0
19501,950,80000.0
19503,1114,75625.0
19504,5327,100882.0
19505,3038,96464.0
19506,7042,101130.0
19507,3744,105903.0
19508,15066,83409.0
19510,8134,117216.0
19511,158,
19512,15420,76036.0
19516,181,76250.0
19518,16793,114954.0
19520,6324,98882.0
19522,13926,95366.0
19523,20,
19525,17859,145014.0
19526,11412,72165.0
19529,3228,98125.0
19530,14896,74138.0
19533,8823,94038.0
19534,1983,75917.0
19535,51,
19536,490,53750.0
19538,89,49141.0
19539,4112,102694.0
19540,11705,96066.0
19541,4371,103000.0
19543,6172,111917.0
19544,174,120114.0
19545,1016,84975.0
19547,4558,89259.0
19549,302,56406.0
19550,583,55272.0
19551,4578,87932.0
19554,333,
19555,3415,75944.0
19559,341,88194.0
19560,9544,76945.0
19562,2965,78709.0
19564,293,99621.0
19565,8744,80881.0
19567,5882,86635.0
19601,36493,41133.0
19602,18001,38179.0
19604,29408,52863.0
19605,20916,85775.0
19606,36097,81872.0
19607,24332,80550.0
19608,23986,112169.0
19609,10003,80748.0
19610,16231,91034.0
19611,11170,56379.0
19701,44801,107856.0
19702,56049,92304.0
19703,15936,76328.0
19706,2059,77143.0
19707,17366,172161.0
19709,50542,129971.0
19710,0,
19711,49113,94455.0
19713,30549,72850.0
19716,0,
19717,6522,
19720,60593,75985.0
19730,506,81927.0
19731,630,68832.0
