zcta,total_population,median_household_income
80620,20776,71410.0
80621,14542,80746.0
80622,256,133707.0
80623,987,66771.0
80624,707,90039.0
80631,53920,52470.0
80634,63553,83255.0
80640,14073,111145.0
80642,4449,103389.0
80643,4257,88125.0
80644,2266,79500.0
80645,4970,84327.0
80646,0,
80648,1423,92432.0
80649,294,
80650,1992,56667.0
80651,4552,88608.0
80652,492,53235.0
80653,904,59250.0
80654,3216,99830.0
80701,16800,72500.0
80705,1064,63750.0
80720,2248,62619.0
80721,285,100625.0
80722,481,71413.0
80723,6761,74144.0
80726,453,61369.0
80727,527,65938.0
80728,975,65250.0
80729,384,49643.0
80731,1484,70000.0
80732,34,
80733,545,78500.0
80734,2976,56214.0
80735,360,86250.0
80736,561,75978.0
80737,1541,53621.0
80740,136,38125.0
80741,870,80139.0
80742,215,80833.0
80743,1415,67071.0
80744,543,42813.0
80745,46,
80746,60,
80747,463,85000.0
80749,257,73750.0
80750,160,83839.0
80751,17207,49221.0
80754,156,83438.0
80755,123,
80757,219,66875.0
80758,3496,66071.0
80759,4684,56722.0
80801,88,23594.0
80802,207,46667.0
80804,376,40313.0
80805,391,58125.0
80807,4121,65833.0
80808,6670,72891.0
80809,892,81210.0
80810,1169,70417.0
80812,218,58375.0
80813,1691,47799.0
80814,4041,67857.0
80815,895,45250.0
80816,6372,71358.0
80817,31101,85121.0
80818,462,59250.0
80819,882,104911.0
80820,537,70913.0
80821,1250,65625.0
80822,239,61111.0
80823,190,43750.0
80824,352,140438.0
80825,299,61000.0
80826,1049,
80827,842,52311.0
80828,2434,65893.0
80829,5574,85341.0
80830,154,82250.0
80831,33287,128900.0
80832,987,74125.0
80833,1107,39414.0
80834,348,58750.0
80835,791,75469.0
80836,1113,58393.0
80840,6701,93889.0
80860,589,53333.0
80861,281,80208.0
80862,55,64167.0
80863,12823,100011.0
80864,1411,64519.0
80902,11917,65255.0
80903,17045,59292.0
80904,21369,69566.0
80905,17269,64496.0
80906,37403,88047.0
80907,27135,71393.0
80908,23358,136117.0
80909,36171,61777.0
80910,31840,56681.0
80911,34296,78105.0
80913,6873,
80914,519,
80915,23570,67761.0
80916,40579,63399.0
80917,30988,72805.0
80918,48291,82743.0
80919,27539,116316.0
80920,38154,111233.0
80921,25207,143996.0
80922,30388,107457.0
80923,32333,103556.0
80924,17043,137838.0
80925,17016,107955.0
80926,1706,138950.0
80927,6957,141154.0
80928,691,115833.0
80929,85,
80930,1692,77039.0
80938,1345,82105.0
80939,0,
80951,4669,88899.0
81001,31448,47086.0
81003,14820,43750.0
81004,26362,48620.0
81005,31104,67500.0
81006,11153,68915.0
81007,34992,95419.0
81008,11728,68389.0
81019,1418,41625.0
81020,807,29777.0
81021,17,
81022,1351,59847.0
81023,1568,54058.0
81024,191,
81025,787,75408.0
81027,114,44583.0
81029,287,43750.0
81030,153,37083.0
81033,199,47188.0
81036,994,57625.0
81039,1686,44226.0
81040,328,
81041,660,45000.0
81043,54,12917.0
81044,134,32679.0
81045,56,58333.0
81046,3,
81047,1565,46531.0
81049,155,42266.0
81050,9774,60072.0
81052,9010,62729.0
81054,4760,46964.0
81055,1582,53036.0
81057,399,53295.0
81058,967,60106.0
81059,49,
81062,1818,46518.0
81063,3060,50179.0
81064,304,45833.0
81067,5590,48029.0
81069,1940,95098.0
81071,299,53036.0
81073,1880,43021.0
81076,618,43333.0
81077,636,54583.0
81081,81,39243.0
81082,11750,54788.0
81084,39,
81087,206,31328.0
81089,4810,50833.0
81090,765,35227.0
81091,1201,49722.0
81092,840,77708.0
81101,15454,50020.0
81120,1976,39423.0
81121,361,63000.0
81122,8921,94450.0
81123,726,37173.0
81124,332,87204.0
81125,3526,51667.0
81126,491,50776.0
81128,18,
81129,144,
81130,786,52461.0
81131,1059,60625.0
81132,3309,58889.0
81133,1056,55179.0
81136,318,53482.0
81137,5662,64226.0
81138,27,
81140,1973,46211.0
81141,1195,56953.0
81143,737,43056.0
81144,6677,61554.0
81146,779,69138.0
81147,12923,78949.0
81148,368,42188.0
81149,995,54727.0
81151,1445,39542.0
81152,1203,30709.0
81154,1259,74283.0
81155,218,45982.0
81201,9561,70850.0
81210,423,42130.0
81211,8191,62132.0
81212,32355,63545.0
81220,218,237955.0
81221,360,41000.0
81222,276,
81223,2175,46587.0
81224,3439,97535.0
81225,829,93182.0
81226,7933,59450.0
81227,0,
81228,0,
81230,10956,71263.0
81232,0,
81233,1159,57664.0
81235,845,67750.0
81236,1290,96372.0
81237,168,
81239,106,
81240,4533,79514.0
81241,166,
81242,890,93889.0
81243,137,70385.0
81244,659,48875.0
81248,241,
81251,362,75333.0
81252,4413,70825.0
81253,516,73061.0
81301,29892,83209.0
81303,9696,94565.0
81320,434,32885.0
81321,14278,59737.0
81323,5193,69864.0
81324,1639,72279.0
81325,86,57000.0
81326,2651,83229.0
81327,527,91000.0
81328,4159,64986.0
81330,132,
81331,423,81000.0
81332,452,117500.0
81334,1411,26513.0
81335,106,103476.0
81401,23719,63541.0
81403,11955,73636.0
81410,1557,71840.0
81411,11,
81413,5543,56458.0
81415,1859,57528.0
81416,14219,52174.0
81418,1761,57500.0
81419,3223,58125.0
81422,520,28021.0
81423,1462,61316.0
81424,1166,34821.0
81425,5139,71824.0
81426,144,125938.0
81427,1251,82851.0
81428,3767,76964.0
81429,115,58750.0
81430,755,87273.0
81431,647,87900.0
81432,3150,87547.0
81433,626,72639.0
81434,85,101750.0
81435,5626,81777.0
81501,24142,48500.0
81503,16132,71681.0
81504,31949,67907.0
81505,11959,87677.0
81506,11840,76464.0
81507,16093,106039.0
81520,13454,50769.0
81521,16861,82632.0
81522,24,
81523,839,102830.0
81524,2556,109578.0
81525,1194,71702.0
81526,5397,83316.0
81527,1340,83389.0
81601,16268,103632.0
81610,794,51308.0
81611,9232,95708.0
81612,50,
81615,3048,107559.0
81620,11085,99152.0
81621,6349,103721.0
81623,16349,98549.0
81624,1487,89900.0
81625,12242,73649.0
81630,1052,72344.0
81631,8676,104430.0
81632,10527,92304.0
81633,0,
81635,7155,68865.0
81637,10344,108556.0
81638,94,
81639,2617,106429.0
81640,132,38309.0
81641,3578,70459.0
81642,12,
81643,957,125469.0
81645,1024,108897.0
81646,207,85577.0
81647,7037,80139.0
81648,2832,75482.0
81649,283,68056.0
81650,14071,81506.0
81652,6356,97760.0
81653,0,
81654,1495,115278.0
81655,231,
81656,508,
81657,4971,105370.0
82001,37955,74149.0
82005,477,
82007,21800,55461.0
82009,35355,102727.0
82050,293,165156.0
82051,59,
82052,86,79318.0
82053,1566,105536.0
82054,871,44861.0
82055,364,103828.0
82058,18,
82059,279,161058.0
82060,384,
82061,0,
82063,58,92250.0
82070,20149,65399.0
82072,16438,52717.0
82073,45,
82081,30,
82082,1675,66388.0
82083,326,48125.0
82084,162,
82190,739,61750.0
82201,6615,65900.0
82210,248,65964.0
82212,741,66914.0
82213,680,67692.0
82214,908,75291.0
82215,272,135234.0
82217,42,2499.0
82218,14,
82219,55,250001.0
82221,540,31875.0
82222,146,55833.0
82223,695,56250.0
82224,1,
82225,1746,46759.0
82227,320,48958.0
82229,75,
82240,9547,65568.0
82242,161,
82243,332,
82244,544,89079.0
82301,8267,68925.0
82310,0,
82321,694,68750.0
82322,158,
82323,316,70156.0
82324,160,65179.0
82325,793,54559.0
82327,839,56962.0
82329,336,32404.0
82331,2446,69958.0
82332,42,
82334,551,77750.0
82335,0,
82336,206,67813.0
82401,7053,63342.0
82410,1901,69167.0
82411,507,100089.0
82412,571,67019.0
82414,16381,74069.0
82420,938,73864.0
82421,364,36250.0
82422,58,
82423,224,51458.0
82426,3123,55288.0
82428,122,43839.0
82430,68,33929.0
82431,3227,64881.0
82432,280,44023.0
82433,1071,49205.0
82434,69,
82435,12259,69142.0
82440,72,
82441,188,59191.0
82442,783,43750.0
82443,4534,67869.0
82450,161,
82501,18946,62456.0
82510,1113,50833.0
82512,290,
82513,1622,57778.0
82514,1294,31797.0
82515,386,55000.0
82516,311,55804.0
82520,13385,75000.0
82523,993,60333.0
82601,26945,68526.0
82604,27584,75683.0
82609,18759,70902.0
82620,235,
82630,0,
82633,9511,81467.0
82635,78,26406.0
82636,3856,82592.0
82637,4178,72130.0
82638,116,
82639,649,73173.0
82640,142,250001.0
82642,53,94375.0
82643,218,75707.0
82644,1890,57019.0
82646,0,
82648,20,
82649,1075,60208.0
82701,5411,88843.0
82710,394,56441.0
82711,11,
82712,293,70382.0
82714,179,
82716,17091,77169.0
82718,26197,104454.0
82720,952,71140.0
82721,2963,70929.0
82723,118,
82725,18,
82727,1818,73967.0
82729,2357,75357.0
82730,1346,68365.0
82731,204,74541.0
82732,1559,92083.0
82801,25727,70315.0
82831,275,
82832,1319,91045.0
82833,268,
82834,7699,63128.0
82835,376,79712.0
82836,1134,91528.0
82837,32,52083.0
82838,442,64186.0
82839,1421,58138.0
82842,749,130606.0
82844,11,
82845,100,
82901,27471,74107.0
82922,260,
82923,619,
82925,373,250001.0
82929,19,
82930,14836,79292.0
82932,911,72207.0
82933,769,124808.0
82934,220,81563.0
82935,12135,86132.0
82936,29,
82937,3236,97333.0
82938,325,76204.0
82939,1296,93333.0
82941,4592,91860.0
82942,9,
82943,96,
82944,476,
82945,236,66667.0
83001,17458,114402.0
83011,354,
83012,94,
83013,425,136292.0
83014,2807,92128.0
83025,999,99315.0
83101,3576,74356.0
83110,5166,83442.0
83111,307,125438.0
83112,956,156433.0
83113,2693,76146.0
83114,734,83929.0
83115,269,
83116,603,64559.0
83118,367,85370.0
83119,34,
83120,289,56296.0
83121,0,
83122,962,80256.0
83123,594,153750.0
83124,125,118750.0
83126,798,
83127,3726,86351.0
83128,1973,131818.0
83201,39552,63209.0
83202,23543,68118.0
83203,41,
83204,18400,55191.0
83209,1042,18935.0
83210,3661,66744.0
83211,6543,60852.0
83212,456,
83213,1328,36184.0
83214,631,77625.0
83215,14,39375.0
83217,871,75114.0
83218,520,71500.0
83220,80,74464.0
83221,29244,77889.0
83223,257,81667.0
83226,2149,50980.0
83227,115,
83228,1120,82569.0
83232,567,83629.0
83233,172,
83234,1646,66154.0
83235,80,
83236,1929,65938.0
83237,1373,78375.0
83238,118,72237.0
83239,805,78750.0
83241,2385,68810.0
83243,19,
83244,463,
83245,2539,87969.0
83246,846,77679.0
83250,1936,70272.0
83251,1322,55938.0
83252,4648,73375.0
83253,98,
83254,3774,60570.0
83255,1173,59063.0
83261,634,82500.0
83262,989,77875.0
83263,9888,59899.0
83271,368,78281.0
83272,263,59135.0
83274,11284,80000.0
83276,3993,57500.0
83277,169,67969.0
83278,443,79288.0
83281,171,128701.0
83283,217,116094.0
83285,69,
83286,1550,88458.0
83287,256,129688.0
83301,61968,62388.0
83302,259,105605.0
83311,628,84375.0
83312,152,
83313,4033,83705.0
83314,728,66750.0
83316,10075,61378.0
83318,19319,66770.0
83320,1562,48750.0
83321,424,54861.0
83322,60,
83323,1856,61696.0
83324,771,66250.0
83325,712,65694.0
83327,1047,59318.0
83328,6459,62273.0
83330,7120,58313.0
83332,2608,67153.0
83333,12096,86142.0
83334,2428,57065.0
83335,2288,57063.0
83336,5968,85000.0
83337,13,
83338,21830,70489.0
83340,5379,86650.0
83341,9445,95340.0
83342,1584,56161.0
83344,1286,68158.0
83346,1346,80750.0
83347,3284,72278.0
83348,88,
83349,1311,69083.0
83350,12905,61622.0
83352,3143,63276.0
83353,1374,95568.0
83354,9,
83355,5451,63083.0
83401,47170,75870.0
83402,29683,72064.0
83404,26103,79211.0
83406,19991,90654.0
83414,693,166310.0
83420,2611,69604.0
83421,346,80438.0
83422,3779,91034.0
83423,668,51146.0
83424,75,
83425,634,70000.0
83427,2819,82418.0
83428,589,67188.0
83429,742,79750.0
83431,1066,81667.0
83433,34,91094.0
83434,1754,85625.0
83435,431,75625.0
83436,839,70781.0
83438,349,140938.0
83440,50669,57701.0
83442,24829,84328.0
83443,1227,62653.0
83444,1267,83333.0
83445,7514,67759.0
83446,33,71389.0
83448,3074,77564.0
83449,253,79514.0
83450,1239,66250.0
83451,902,76563.0
83452,2150,63281.0
83454,386,58929.0
83455,6097,106042.0
83460,35,
83462,426,
83463,78,51161.0
83464,294,46250.0
83465,78,46250.0
83466,83,98304.0
83467,6874,52433.0
83468,191,68750.0
83469,36,
83501,37478,71909.0
83520,180,26346.0
83522,2620,67438.0
83523,777,60833.0
83524,937,66250.0
83525,372,45521.0
83526,288,67917.0
83530,6216,76486.0
83533,182,125000.0
83535,1028,60913.0
83536,4227,51269.0
83537,975,81172.0
83539,2324,49482.0
83540,2080,60885.0
83541,1059,62917.0
83542,102,48438.0
83543,735,59643.0
83544,6476,64614.0
83545,440,65673.0
83546,527,52656.0
83547,322,46167.0
83548,159,72708.0
83549,630,59375.0
83552,849,55677.0
83553,1045,37419.0
83554,343,38750.0
83555,493,58125.0
83602,0,
83604,592,49335.0
83605,41155,60657.0
83607,33804,80170.0
83610,1050,62083.0
83611,2997,63750.0
83612,2173,52917.0
83615,1460,71098.0
83616,34736,118013.0
83617,17333,65566.0
83619,8445,64242.0
83622,2131,75461.0
83623,1637,56111.0
83624,1437,46750.0
83626,1754,65268.0
83627,426,31667.0
83628,4848,62063.0
83629,1829,71944.0
83631,1737,80968.0
83632,482,49423.0
83633,604,82169.0
83634,35506,93084.0
83636,566,
83637,250,44551.0
83638,7507,89965.0
83639,3298,59015.0
83641,3991,81823.0
83642,58049,96361.0
83643,165,
83644,15418,86306.0
83645,887,73333.0
83646,74522,101040.0
83647,22580,57769.0
83648,3198,72411.0
83650,550,44375.0
83651,36997,66895.0
83654,1654,78875.0
83655,5666,74395.0
83656,687,70938.0
83657,297,65821.0
83660,6401,60634.0
83661,10788,60444.0
83666,37,78750.0
83669,15728,98768.0
83670,848,89667.0
83672,8929,52450.0
83676,5109,74286.0
83677,369,31940.0
83686,59532,83666.0
83687,40299,72294.0
83702,23981,82586.0
83703,17566,74415.0
83704,41406,70806.0
83705,27542,62605.0
83706,36183,81101.0
83709,58631,88893.0
83712,9312,105764.0
83713,29992,86419.0
83714,26989,86114.0
83716,21091,125827.0
83720,0,
83725,0,
83801,7285,68719.0
83802,150,49375.0
83803,624,59307.0
83804,1806,48794.0
83805,8909,63281.0
83806,178,45417.0
83808,123,47500.0
83809,467,
83810,1369,124773.0
83811,1660,42683.0
83812,13,80625.0
83813,1282,78015.0
83814,26640,69914.0
83815,39993,77139.0
83821,241,
83822,2511,51959.0
83823,1549,76023.0
83824,398,
83825,130,
83826,66,
83827,161,54808.0
83830,293,32378.0
83832,2056,80417.0
83833,1414,90268.0
83834,194,97222.0
83835,23581,86014.0
83836,1059,114375.0
83837,3258,42455.0
83839,1248,60409.0
83840,649,69125.0
83841,459,97911.0
83842,103,76250.0
83843,25372,59907.0
83844,3545,
83845,2223,71944.0
83846,785,49345.0
83847,1475,
83848,275,146058.0
83849,2057,49907.0
83850,2555,66154.0
83851,1925,55917.0
83852,1438,47361.0
83854,53152,72820.0
83855,1701,77813.0
83856,6913,65898.0
83857,1496,62450.0
83858,19315,93006.0
83860,7953,75042.0
83861,7167,60897.0
83864,19773,68595.0
83866,288,31420.0
83867,606,95524.0
83868,853,48727.0
83869,5278,64625.0
83870,340,59844.0
83871,2279,87148.0
83872,893,88320.0
83873,1729,41838.0
83874,115,43448.0
83876,1467,55438.0
84001,661,67375.0
84002,306,43125.0
84003,55259,120262.0
84004,10272,156786.0
84005,49116,105576.0
84006,865,77778.0
84007,452,89152.0
84008,0,
84009,42091,130559.0
84010,46666,102038.0
84013,719,104405.0
84014,16571,118045.0
84015,70730,92634.0
84017,4420,88811.0
84018,338,
84020,50159,130680.0
84021,3127,72050.0
84022,516,105385.0
84023,84,39167.0
84024,134,
84025,25055,120123.0
84026,645,29087.0
84027,664,88060.0
84028,667,41964.0
84029,14159,97330.0
84031,190,69632.0
84032,25328,101365.0
84033,1002,92212.0
84034,144,
84035,515,
84036,8781,122679.0
84037,39316,130258.0
84038,589,93958.0
84039,585,59883.0
84040,28269,123297.0
84041,54750,87608.0
84042,11570,104840.0
84043,81839,125598.0
84044,29488,87516.0
84045,43369,123870.0
84046,651,70714.0
84047,36573,73120.0
84049,6926,140500.0
84050,12247,125949.0
84051,452,144010.0
84052,1183,68611.0
84053,693,
84054,22201,107889.0
84055,1805,100089.0
84056,3644,68853.0
84057,37620,80184.0
84058,34706,71474.0
84059,16419,101842.0
84060,8575,132412.0
84061,315,121369.0
84062,47489,101584.0
84063,264,27050.0
84064,890,90865.0
84065,50284,122809.0
84066,14626,75383.0
84067,38795,90918.0
84069,425,85917.0
84070,30348,79414.0
84071,2339,132256.0
84072,411,62917.0
84073,189,70347.0
84074,57470,102313.0
84075,34118,132459.0
84076,477,123625.0
84078,30669,71230.0
84080,414,78550.0
84081,52168,114577.0
84082,815,117353.0
84083,1264,45938.0
84084,31389,94214.0
84085,233,57500.0
84086,442,71250.0
84087,17028,122201.0
84088,38915,100532.0
84092,28162,153333.0
84093,23998,132453.0
84094,28277,102881.0
84095,38240,123082.0
84096,71115,117800.0
84097,22024,97034.0
84098,20311,171151.0
84101,8329,70391.0
84102,19145,50040.0
84103,23796,81386.0
84104,24057,61326.0
84105,22963,94145.0
84106,33791,94452.0
84107,37548,73469.0
84108,21951,120469.0
84109,25879,136823.0
84111,12446,57188.0
84112,2738,
84113,256,
84114,0,
84115,28411,61505.0
84116,37136,69604.0
84117,24873,87451.0
84118,41969,87457.0
84119,50745,66616.0
84120,50589,90847.0
84121,39204,114912.0
84123,36913,80079.0
84124,22992,117500.0
84128,32072,109286.0
84129,38128,94051.0
84138,0,
84150,7,
84180,0,
84301,863,87917.0
84302,26711,75247.0
84304,108,
84305,612,62422.0
84306,362,106821.0
84307,1377,69766.0
84308,253,71786.0
84309,791,106667.0
84310,5002,143137.0
84311,902,61750.0
84312,5070,77095.0
84313,29,
84314,1011,80764.0
84315,9694,111154.0
84316,323,86176.0
84317,2814,118555.0
84318,5468,108239.0
84319,10490,86103.0
84320,2773,94583.0
84321,49811,66262.0
84322,0,
84324,1642,134239.0
84325,2311,129375.0
84326,2041,84000.0
84327,1026,74700.0
84328,1768,97614.0
84329,99,
84330,411,84107.0
84331,242,57188.0
84332,8680,103750.0
84333,3095,94955.0
84334,234,58777.0
84335,16278,90774.0
84336,520,87153.0
84337,15452,73854.0
84338,534,83000.0
84339,5992,110221.0
84340,3386,103194.0
84341,25791,64045.0
84401,46784,77333.0
84403,37244,84589.0
84404,65875,81917.0
84405,34931,84488.0
84408,150,
84414,33288,108345.0
84501,13002,53256.0
84511,4248,62015.0
84512,799,53321.0
84513,1463,69821.0
84515,0,
84516,94,62188.0
84518,623,74286.0
84520,991,56250.0
84521,591,51607.0
84522,521,75000.0
84523,1569,69034.0
84525,871,49500.0
84526,4267,53786.0
84528,2955,79489.0
84529,175,
84530,276,33980.0
84531,640,30804.0
84532,10648,64145.0
84533,103,
84534,2410,48077.0
84535,2669,71357.0
84536,1391,34333.0
84537,1281,89643.0
84539,485,36900.0
84540,0,
84542,1526,58807.0
84601,32871,64758.0
84602,2115,31250.0
84604,43749,74522.0
84606,35931,52110.0
84620,1061,86250.0
84621,30,
84622,1312,83281.0
84623,336,
84624,5956,70581.0
84626,617,60208.0
84627,6151,78269.0
84628,991,69130.0
84629,3243,67818.0
84630,570,
84631,3072,74464.0
84632,1558,70179.0
84633,833,93529.0
84634,3690,66181.0
84635,897,67361.0
84636,452,72500.0
84637,674,76513.0
84638,325,81250.0
84639,886,78047.0
84640,260,50875.0
84642,3424,61964.0
84643,583,68713.0
84644,275,37250.0
84645,2982,93750.0
84646,1654,62500.0
84647,4578,65978.0
84648,7289,97708.0
84649,770,71452.0
84651,29502,94152.0
84652,838,76250.0
84653,11531,111420.0
84654,2551,64405.0
84655,17157,97003.0
84656,435,82292.0
84657,596,78393.0
84660,47004,98398.0
84662,1544,68452.0
84663,35889,88919.0
84664,12340,127860.0
84665,572,79063.0
84667,345,75625.0
84701,8756,77532.0
84710,308,
84711,849,76071.0
84712,119,43750.0
84713,4381,88136.0
84714,1078,55217.0
84715,439,64792.0
84716,544,52450.0
84718,226,29079.0
84719,49,64643.0
84720,24323,63742.0
84721,29635,73342.0
84722,773,81875.0
84723,431,74375.0
84724,1207,62109.0
84725,1665,80875.0
84726,792,59231.0
84728,63,103750.0
84729,488,63056.0
84730,744,93333.0
84731,36,
84732,39,27750.0
84733,252,
84734,211,27917.0
84735,184,48750.0
84736,292,39583.0
84737,23477,70417.0
84738,9607,72075.0
84739,596,76667.0
84740,305,
84741,6145,75951.0
84742,416,147875.0
84743,329,
84744,298,60938.0
84745,4429,63061.0
84746,1251,79864.0
84747,765,67438.0
84749,251,48958.0
84750,560,33625.0
84751,1776,77778.0
84752,979,85313.0
84753,0,
84754,4252,67600.0
84755,28,
84756,253,
84757,1388,68750.0
84758,837,92014.0
84759,2209,75566.0
84760,1023,42149.0
84761,3127,50582.0
84762,111,62950.0
84763,169,46250.0
84764,304,57880.0
84765,7891,93083.0
84766,110,
84767,620,69545.0
84770,47226,68174.0
84772,208,100592.0
84773,406,73993.0
84774,2115,91818.0
84775,473,89667.0
84776,537,64375.0
84779,734,80625.0
84780,30709,94103.0
84781,372,98580.0
84782,562,86125.0
84783,1019,
84784,1301,62727.0
84790,54353,85720.0
85003,10155,56672.0
85004,11178,71250.0
85006,22081,60742.0
85007,13555,55833.0
85008,60499,61369.0
85009,52116,51615.0
85012,8880,80242.0
85013,20947,68895.0
85014,26215,69995.0
85015,42444,52585.0
85016,36857,85085.0
85017,44336,51737.0
85018,38268,87637.0
85019,26974,58767.0
85020,33934,78412.0
85021,40026,58481.0
85022,52488,66601.0
85023,34635,72442.0
85024,25674,97759.0
85026,0,
85027,38986,73255.0
85028,18952,119436.0
85029,49433,60384.0
85031,30681,59641.0
85032,70447,74331.0
85033,58234,60749.0
85034,4825,53545.0
85035,52002,57790.0
85037,53041,81919.0
85040,33325,57890.0
85041,63881,70555.0
85042,45575,86837.0
85043,39603,70051.0
85044,40419,96374.0
85045,7457,154300.0
85048,34113,123198.0
85050,32669,137389.0
85051,45484,63665.0
85053,29719,66870.0
85054,10159,89099.0
85083,21225,157437.0
85085,30132,122138.0
85086,43369,118543.0
85087,9835,120688.0
85118,13955,82856.0
85119,25611,69949.0
85120,29308,53921.0
85121,2210,35958.0
85122,58328,64243.0
85123,8828,60610.0
85128,18582,57205.0
85131,18156,55137.0
85132,38809,76832.0
85135,412,28654.0
85137,2533,60781.0
85138,52342,93609.0
85139,19522,85716.0
85140,51078,98668.0
85141,370,68696.0
85142,87201,125236.0
85143,41517,89501.0
85145,3243,79167.0
85147,4701,53159.0
85172,1342,75213.0
85173,2534,42902.0
85191,19,
85192,1831,65122.0
85193,4900,61860.0
85194,7966,79896.0
85201,52484,63725.0
85202,39292,66582.0
85203,37435,72851.0
85204,65018,69474.0
85205,44704,71294.0
85206,36896,69986.0
85207,50135,99439.0
85208,37840,68452.0
85209,42171,80498.0
85210,39941,59680.0
85212,50427,123404.0
85213,37323,100671.0
85215,16600,90310.0
85224,48304,90886.0
85225,73316,86036.0
85226,40974,103740.0
85233,37841,105154.0
85234,49040,118012.0
85236,0,
85248,37461,94220.0
85249,48018,150985.0
85250,14904,89133.0
85251,39976,89151.0
85253,17202,182150.0
85254,46655,120885.0
85255,45136,143567.0
85256,3768,51469.0
85257,29055,79828.0
85258,25524,105171.0
85259,22156,145574.0
85260,39842,103854.0
85262,13919,173795.0
85263,3335,137200.0
85264,1329,58333.0
85266,12510,157137.0
85268,23895,105288.0
85281,70726,59084.0
85282,54501,79084.0
85283,46789,81073.0
85284,19696,154663.0
85286,49870,118759.0
85295,54697,116288.0
85296,52058,117120.0
85297,35535,132684.0
85298,43536,146688.0
85301,66970,47422.0
85302,40329,62516.0
85303,34769,75077.0
85304,29745,82976.0
85305,16471,99565.0
85306,24696,82060.0
85307,13290,78540.0
85308,65159,95512.0
85309,965,
85310,19612,117095.0
85320,315,40208.0
85321,4313,52127.0
85322,493,74125.0
85323,46604,79903.0
85324,2297,69718.0
85325,1123,38157.0
85326,73912,91444.0
85328,213,
85329,2429,36292.0
85331,31866,123710.0
85332,1777,57500.0
85333,403,43269.0
85334,946,53750.0
85335,35823,74764.0
85336,7884,58314.0
85337,2396,49260.0
85338,64448,99345.0
85339,53972,104023.0
85340,38873,117193.0
85341,38,
85342,1639,53996.0
85343,79,143000.0
85344,9069,54872.0
85345,61822,64563.0
85346,2358,31179.0
85347,566,75469.0
85348,2201,57340.0
85349,28810,55717.0
85350,19273,72115.0
85351,27562,50812.0
85352,335,41552.0
85353,44995,88867.0
85354,7731,64596.0
85355,13341,115401.0
85356,3789,56447.0
85357,415,43325.0
85360,101,55875.0
85361,8107,76056.0
85362,586,42057.0
85363,6985,68472.0
85364,72125,57497.0
85365,53149,68358.0
85367,21356,55766.0
85371,280,13750.0
85373,20885,68445.0
85374,40955,78690.0
85375,27185,63977.0
85377,3452,143315.0
85378,9401,62881.0
85379,49735,102823.0
85381,26895,94442.0
85382,43109,93387.0
85383,72101,138671.0
85387,19140,95472.0
85388,35003,107131.0
85390,9881,65985.0
85392,39203,84965.0
85395,38701,107980.0
85396,38489,114266.0
85501,12353,65933.0
85530,2063,42670.0
85531,273,94478.0
85532,374,60069.0
85533,2340,62500.0
85534,3088,63929.0
85535,0,
85536,319,101083.0
85539,3066,45733.0
85540,3887,80000.0
85541,23323,63857.0
85542,2868,30691.0
85543,4878,89808.0
85544,2780,54979.0
85545,669,49688.0
85546,20735,61930.0
85550,5619,50181.0
85551,416,75385.0
85552,6619,80658.0
85553,1629,49630.0
85554,361,31324.0
85601,494,31791.0
85602,9860,53725.0
85603,6798,46509.0
85605,728,48347.0
85606,1012,60938.0
85607,17009,40576.0
85608,2944,
85609,546,
85610,708,35313.0
85611,1413,64545.0
85613,5125,86744.0
85614,24696,62599.0
85615,9713,76196.0
85616,4845,50515.0
85617,1098,47837.0
85618,1347,48814.0
85619,22,
85620,1105,51161.0
85621,21512,41309.0
85622,6345,72424.0
85623,5235,68219.0
85624,1342,41417.0
85625,1959,51042.0
85626,1211,49946.0
85627,389,48542.0
85629,30989,106039.0
85630,1942,49306.0
85631,3283,47969.0
85632,873,54167.0
85633,32,
85634,5667,34764.0
85635,34958,60822.0
85637,1133,80000.0
85638,1621,56172.0
85639,358,35625.0
85640,162,58424.0
85641,31665,121647.0
85643,8524,56952.0
85645,1317,65266.0
85646,1280,85321.0
85648,21844,63672.0
85650,14154,84819.0
85653,22796,84188.0
85654,0,
85658,16255,110327.0
85701,5169,52672.0
85704,34608,76915.0
85705,54853,36606.0
85706,56022,49072.0
85707,599,
85708,4279,63021.0
85709,0,
85710,55004,54738.0
85711,41201,52358.0
85712,31964,48185.0
85713,45615,50264.0
85714,14286,47093.0
85715,19526,82651.0
85716,33447,47009.0
85718,27721,112664.0
85719,49609,41086.0
85721,0,
85723,243,
85724,0,
85726,0,
85730,39065,60849.0
85734,5028,
85735,10893,71250.0
85736,4249,53304.0
85737,22951,106812.0
85739,18749,84863.0
85741,33332,71812.0
85742,30198,96550.0
85743,30627,89484.0
85745,37788,68608.0
85746,44030,68506.0
85747,26808,107290.0
85748,20526,93241.0
85749,18257,108444.0
85750,24435,100146.0
85755,18231,109368.0
85756,36716,67617.0
85757,20304,83741.0
85901,18821,60313.0
85902,3,
85911,2334,21212.0
85912,130,72500.0
85920,570,69375.0
85922,139,56136.0
85923,303,54375.0
85924,2336,36339.0
85925,4366,81250.0
85926,824,
85927,168,81583.0
85928,376,54545.0
85929,7280,56837.0
85930,1436,62813.0
85931,225,85242.0
85932,972,
85933,3989,60149.0
85934,609,54201.0
85935,4744,64934.0
85936,3966,127227.0
85937,9975,64475.0
85938,2079,54167.0
85939,3729,81918.0
